isin,symbol,class,name,shares,date reported,%,value
US8725401090,TJX,Top Institutional Holders,Morgan Stanley,26.36M,"Jun 30, 2024",2.34,3113904483
US8725401090,TJX,Top Institutional Holders,"Geode Capital Management, LLC",23.49M,"Jun 30, 2024",2.08,2775331625
US8725401090,TJX,Top Institutional Holders,Bank Of New York Mellon Corporation,20.94M,"Jun 30, 2024",1.86,2473417577
US8725401090,TJX,Top Institutional Holders,Bank of America Corporation,19.38M,"Jun 30, 2024",1.72,2289261298
US8725401090,TJX,Top mutual fund Holders,Vanguard Total Stock Market Index Fund,35.78M,"Jun 30, 2024",3.17,4226489653
US8725401090,TJX,Top mutual fund Holders,Vanguard 500 Index Fund,29.07M,"Jun 30, 2024",2.58,3433625919
US8725401090,TJX,Top mutual fund Holders,Vanguard Specialized-Dividend Growth Fund,15.79M,"Apr 30, 2024",1.4,1865358064
US8725401090,TJX,Top mutual fund Holders,Fidelity 500 Index Fund,13.84M,"Jul 31, 2024",1.23,1635410464
US8725401090,TJX,Top mutual fund Holders,SPDR S&P 500 ETF Trust,13.43M,"Aug 31, 2024",1.19,1586074298
US8725401090,TJX,Top mutual fund Holders,iShares Core S&P 500 ETF,12.42M,"Aug 31, 2024",1.1,1467128377
US8725401090,TJX,Top mutual fund Holders,Vanguard Growth Index Fund,11.43M,"Jun 30, 2024",1.01,1350199761
US8725401090,TJX,Top mutual fund Holders,Vanguard/Wellington Fund Inc.,9.54M,"May 31, 2024",0.85,1126792074
US8725401090,TJX,Top mutual fund Holders,iShares MSCI USA Quality Factor ETF,8.4M,"Aug 31, 2024",0.75,992751384
US8725401090,TJX,Top mutual fund Holders,Vanguard/Primecap Fund,7.55M,"Jun 30, 2024",0.67,892413064
US75886F1075,REGN,Top Institutional Holders,"FMR, LLC",10.65M,"Jun 30, 2024",9.82,10981205375
US75886F1075,REGN,Top Institutional Holders,Vanguard Group Inc,8.99M,"Jun 30, 2024",8.3,9274132385
US75886F1075,REGN,Top Institutional Holders,Blackrock Inc.,8.45M,"Jun 30, 2024",7.79,8709470507
US75886F1075,REGN,Top Institutional Holders,JP Morgan Chase & Company,8.28M,"Jun 30, 2024",7.63,8535153564
US75886F1075,REGN,Top Institutional Holders,State Street Corporation,4.84M,"Jun 30, 2024",4.47,4991928224
US75886F1075,REGN,Top Institutional Holders,Capital World Investors,4.64M,"Jun 30, 2024",4.28,4783161590
US75886F1075,REGN,Top Institutional Holders,Capital International Investors,3.13M,"Jun 30, 2024",2.89,3231749976
US75886F1075,REGN,Top Institutional Holders,"Geode Capital Management, LLC",2.42M,"Jun 30, 2024",2.23,2490588211
US75886F1075,REGN,Top Institutional Holders,Dodge & Cox Inc,2.32M,"Jun 30, 2024",2.14,2387819675
US75886F1075,REGN,Top Institutional Holders,"Franklin Resources, Inc.",1.92M,"Jun 30, 2024",1.77,1983006674
US75886F1075,REGN,Top mutual fund Holders,Vanguard Total Stock Market Index Fund,3.25M,"Jun 30, 2024",3,3355953028
US75886F1075,REGN,Top mutual fund Holders,Growth Fund Of America Inc,3.23M,"Jun 30, 2024",2.98,3328826564
US75886F1075,REGN,Top mutual fund Holders,Vanguard 500 Index Fund,2.72M,"Jun 30, 2024",2.51,2807092493
US75886F1075,REGN,Top mutual fund Holders,Fidelity Contrafund Inc,2.66M,"Jul 31, 2024",2.45,2739253133
US75886F1075,REGN,Top mutual fund Holders,"Invesco ETF Tr-Invesco QQQ Tr, Series 1 ETF",2.09M,"Aug 31, 2024",1.93,2157256592
US75886F1075,REGN,Top mutual fund Holders,JP Morgan Large Cap Growth Fund,1.64M,"Jun 30, 2024",1.52,1693713410
US75886F1075,REGN,Top mutual fund Holders,Dodge & Cox Stock Fund,1.56M,"Jun 30, 2024",1.43,1603732165
US75886F1075,REGN,Top mutual fund Holders,New Perspective Fund Inc,1.3M,"Jun 30, 2024",1.2,1338335803
US75886F1075,REGN,Top mutual fund Holders,Fidelity 500 Index Fund,1.3M,"Jul 31, 2024",1.2,1336994277
US75886F1075,REGN,Top mutual fund Holders,SPDR S&P 500 ETF Trust,1.25M,"Aug 31, 2024",1.16,1292573365
US0367521038,ELV,Top Institutional Holders,Vanguard Group Inc,21.21M,"Jun 30, 2024",9.15,11037992186
US0367521038,ELV,Top Institutional Holders,Blackrock Inc.,20.7M,"Jun 30, 2024",8.93,10776596908
US0367521038,ELV,Top Institutional Holders,Price (T.Rowe) Associates Inc,11.65M,"Jun 30, 2024",5.02,6061900204
US0367521038,ELV,Top Institutional Holders,State Street Corporation,10.56M,"Jun 30, 2024",4.55,5495483738
US0367521038,ELV,Top Institutional Holders,"Geode Capital Management, LLC",4.76M,"Jun 30, 2024",2.05,2478703455
US0367521038,ELV,Top Institutional Holders,"FMR, LLC",4.75M,"Jun 30, 2024",2.05,2470679061
US0367521038,ELV,Top Institutional Holders,"Sanders Capital, LLC",4.56M,"Jun 30, 2024",1.97,2375752097
US0367521038,ELV,Top Institutional Holders,"Wellington Management Group, LLP",4.17M,"Jun 30, 2024",1.8,2172879152
US0367521038,ELV,Top Institutional Holders,"Ameriprise Financial, Inc.",3.79M,"Jun 30, 2024",1.64,1973590301
US0367521038,ELV,Top Institutional Holders,Capital International Investors,3.73M,"Jun 30, 2024",1.61,1942976121
US0367521038,ELV,Top mutual fund Holders,Vanguard Total Stock Market Index Fund,7.35M,"Jun 30, 2024",3.17,3823496046
US0367521038,ELV,Top mutual fund Holders,Vanguard 500 Index Fund,5.97M,"Jun 30, 2024",2.57,3104735283
US0367521038,ELV,Top mutual fund Holders,Fidelity 500 Index Fund,2.84M,"Jul 31, 2024",1.23,1478799504
US0367521038,ELV,Top mutual fund Holders,SPDR S&P 500 ETF Trust,2.76M,"Aug 31, 2024",1.19,1434221618
US0367521038,ELV,Top mutual fund Holders,iShares Core S&P 500 ETF,2.55M,"Aug 31, 2024",1.1,1326658198
US0367521038,ELV,Top mutual fund Holders,Vanguard Specialized-Health Care Fund,2.14M,"Apr 30, 2024",0.92,1111810860
US0367521038,ELV,Top mutual fund Holders,Vanguard Index-Value Index Fund,1.9M,"Jun 30, 2024",0.82,991304936
US0367521038,ELV,Top mutual fund Holders,Washington Mutual Investors Fund,1.69M,"Jun 30, 2024",0.73,877994785
US0367521038,ELV,Top mutual fund Holders,Select Sector SPDR Fund-Health Care,1.69M,"Aug 31, 2024",0.73,879391781
US0367521038,ELV,Top mutual fund Holders,Price (T.Rowe) U.S. Value Equity Trust,1.64M,"Jun 30, 2024",0.71,852986282
US92532F1003,VRTX,Top Institutional Holders,Capital World Investors,26.71M,"Jun 30, 2024",10.35,12332670640
US92532F1003,VRTX,Top Institutional Holders,Vanguard Group Inc,22.98M,"Jun 30, 2024",8.9,10609176801
US92532F1003,VRTX,Top Institutional Holders,Blackrock Inc.,21.31M,"Jun 30, 2024",8.26,9841141997
US92532F1003,VRTX,Top Institutional Holders,State Street Corporation,11.73M,"Jun 30, 2024",4.54,5414632968
US92532F1003,VRTX,Top Institutional Holders,"FMR, LLC",10.73M,"Jun 30, 2024",4.16,4954420778
US92532F1003,VRTX,Top Institutional Holders,Capital Research Global Investors,8.54M,"Jun 30, 2024",3.31,3943125260
US92532F1003,VRTX,Top Institutional Holders,Alliancebernstein L.P.,7.22M,"Jun 30, 2024",2.8,3334402277
US92532F1003,VRTX,Top Institutional Holders,JP Morgan Chase & Company,6.6M,"Jun 30, 2024",2.56,3047516786
US92532F1003,VRTX,Top Institutional Holders,"Geode Capital Management, LLC",6.33M,"Jun 30, 2024",2.45,2920774283
US92532F1003,VRTX,Top Institutional Holders,Jennison Associates LLC,4.7M,"Jun 30, 2024",1.82,2169963590
US92532F1003,VRTX,Top mutual fund Holders,Growth Fund Of America Inc,8.42M,"Jun 30, 2024",3.26,3887722370
US92532F1003,VRTX,Top mutual fund Holders,Vanguard Total Stock Market Index Fund,8.16M,"Jun 30, 2024",3.16,3766408780
US92532F1003,VRTX,Top mutual fund Holders,Vanguard 500 Index Fund,6.62M,"Jun 30, 2024",2.57,3058238391
US92532F1003,VRTX,Top mutual fund Holders,American Balanced Fund,4.98M,"Jun 30, 2024",1.93,2299882077
US92532F1003,VRTX,Top mutual fund Holders,"Invesco ETF Tr-Invesco QQQ Tr, Series 1 ETF",4.98M,"Aug 31, 2024",1.93,2300449119
US92532F1003,VRTX,Top mutual fund Holders,New Perspective Fund Inc,3.75M,"Jun 30, 2024",1.45,1731476746
US92532F1003,VRTX,Top mutual fund Holders,Fidelity Contrafund Inc,3.41M,"Jul 31, 2024",1.32,1575362152
US92532F1003,VRTX,Top mutual fund Holders,Fidelity 500 Index Fund,3.15M,"Jul 31, 2024",1.22,1456640882
US92532F1003,VRTX,Top mutual fund Holders,SPDR S&P 500 ETF Trust,3.06M,"Aug 31, 2024",1.18,1410857377
US92532F1003,VRTX,Top mutual fund Holders,Capital World Growth and Income Fund,2.88M,"Jun 30, 2024",1.11,1328211571
US74340W1036,PLD,Top Institutional Holders,Vanguard Group Inc,120.84M,"Jun 30, 2024",13.05,15152451659
US74340W1036,PLD,Top Institutional Holders,Blackrock Inc.,94.54M,"Jun 30, 2024",10.21,11854859939
US74340W1036,PLD,Top Institutional Holders,State Street Corporation,56.65M,"Jun 30, 2024",6.12,7102808426
US74340W1036,PLD,Top Institutional Holders,JP Morgan Chase & Company,34.19M,"Jun 30, 2024",3.69,4286643207
US74340W1036,PLD,Top Institutional Holders,Cohen & Steers Inc.,33.95M,"Jun 30, 2024",3.67,4256579450
US74340W1036,PLD,Top Institutional Holders,"Geode Capital Management, LLC",20.57M,"Jun 30, 2024",2.22,2578959815
US74340W1036,PLD,Top Institutional Holders,Morgan Stanley,20.02M,"Jun 30, 2024",2.16,2509776886
US74340W1036,PLD,Top Institutional Holders,Apg Asset Management US Inc.,19.71M,"Jun 30, 2024",2.13,2471609299
US74340W1036,PLD,Top Institutional Holders,Bank of America Corporation,17.24M,"Jun 30, 2024",1.86,2161254505
US74340W1036,PLD,Top Institutional Holders,Massachusetts Financial Services Co.,16.5M,"Jun 30, 2024",1.78,2069112165
US74340W1036,PLD,Top mutual fund Holders,Vanguard Specialized-Real Estate Index Fund,37.73M,"Apr 30, 2024",4.08,4731370439
US74340W1036,PLD,Top mutual fund Holders,Vanguard Total Stock Market Index Fund,29.27M,"Jun 30, 2024",3.16,3669729551
US74340W1036,PLD,Top mutual fund Holders,Vanguard 500 Index Fund,23.76M,"Jun 30, 2024",2.57,2979619609
US74340W1036,PLD,Top mutual fund Holders,Fidelity 500 Index Fund,11.32M,"Jul 31, 2024",1.22,1419148464
US74340W1036,PLD,Top mutual fund Holders,SPDR S&P 500 ETF Trust,10.96M,"Aug 31, 2024",1.18,1373793397
US74340W1036,PLD,Top mutual fund Holders,iShares Core S&P 500 ETF,10.15M,"Aug 31, 2024",1.1,1273122155
US74340W1036,PLD,Top mutual fund Holders,MFS Series Trust I-MFS Value Fund,7.77M,"May 31, 2024",0.84,974042806
US74340W1036,PLD,Top mutual fund Holders,Vanguard Index-Value Index Fund,7.59M,"Jun 30, 2024",0.82,951422952
US74340W1036,PLD,Top mutual fund Holders,Select Sector SPDR Fund-Real Estate,6.35M,"Aug 31, 2024",0.69,796158785
US74340W1036,PLD,Top mutual fund Holders,Vanguard Institutional Index Fund-Institutional Index Fund,6.02M,"Jun 30, 2024",0.65,754542471
US0404131064,ANET,Top Institutional Holders,Vanguard Group Inc,23.39M,"Jun 30, 2024",7.45,9080991038
US0404131064,ANET,Top Institutional Holders,Blackrock Inc.,20.09M,"Jun 30, 2024",6.39,7798906190
US0404131064,ANET,Top Institutional Holders,"FMR, LLC",14.23M,"Jun 30, 2024",4.53,5525111356
US0404131064,ANET,Top Institutional Holders,State Street Corporation,10.83M,"Jun 30, 2024",3.45,4202965565
US0404131064,ANET,Top Institutional Holders,JP Morgan Chase & Company,8.46M,"Jun 30, 2024",2.69,3284955693
US0404131064,ANET,Top Institutional Holders,Alliancebernstein L.P.,7.97M,"Jun 30, 2024",2.54,3093372898
US0404131064,ANET,Top Institutional Holders,"Cresset Asset Management, LLC",7.73M,"Jun 30, 2024",2.46,2999778963
US0404131064,ANET,Top Institutional Holders,Capital World Investors,7.62M,"Jun 30, 2024",2.42,2956288574
US0404131064,ANET,Top Institutional Holders,"Geode Capital Management, LLC",5.64M,"Jun 30, 2024",1.79,2187691411
US0404131064,ANET,Top Institutional Holders,Morgan Stanley,4.96M,"Jun 30, 2024",1.58,1923783153
US0404131064,ANET,Top mutual fund Holders,Vanguard Total Stock Market Index Fund,7.92M,"Jun 30, 2024",2.52,3074132823
US0404131064,ANET,Top mutual fund Holders,Vanguard 500 Index Fund,6.51M,"Jun 30, 2024",2.07,2529105793
US0404131064,ANET,Top mutual fund Holders,JP Morgan Large Cap Growth Fund,3.19M,"Jun 30, 2024",1.01,1237029973
US0404131064,ANET,Top mutual fund Holders,Fidelity 500 Index Fund,3.1M,"Jul 31, 2024",0.99,1204555042
US0404131064,ANET,Top mutual fund Holders,Growth Fund Of America Inc,3.01M,"Jun 30, 2024",0.96,1167869198
US0404131064,ANET,Top mutual fund Holders,SPDR S&P 500 ETF Trust,2.98M,"Aug 31, 2024",0.95,1157136356
US0404131064,ANET,Top mutual fund Holders,Fidelity Contrafund Inc,2.94M,"Jul 31, 2024",0.94,1141013219
US0404131064,ANET,Top mutual fund Holders,iShares Core S&P 500 ETF,2.78M,"Aug 31, 2024",0.89,1080595710
US0404131064,ANET,Top mutual fund Holders,Fundamental Investors Inc,2.58M,"Jun 30, 2024",0.82,1002290261
US0404131064,ANET,Top mutual fund Holders,Vanguard Growth Index Fund,2.57M,"Jun 30, 2024",0.82,996186047
US0326541051,ADI,Top Institutional Holders,Vanguard Group Inc,48.14M,"Jun 30, 2024",9.7,10910649240
US0326541051,ADI,Top Institutional Holders,Blackrock Inc.,39.55M,"Jun 30, 2024",7.97,8963445168
US0326541051,ADI,Top Institutional Holders,JP Morgan Chase & Company,25.66M,"Jun 30, 2024",5.17,5815963592
US0326541051,ADI,Top Institutional Holders,State Street Corporation,22.46M,"Jun 30, 2024",4.52,5091449908
US0326541051,ADI,Top Institutional Holders,Massachusetts Financial Services Co.,13.01M,"Jun 30, 2024",2.62,2949630975
US0326541051,ADI,Top Institutional Holders,Invesco Ltd.,10.58M,"Jun 30, 2024",2.13,2398253479
US0326541051,ADI,Top Institutional Holders,"Geode Capital Management, LLC",10.23M,"Jun 30, 2024",2.06,2318211710
US0326541051,ADI,Top Institutional Holders,Wells Fargo & Company,9.22M,"Jun 30, 2024",1.86,2088876055
US0326541051,ADI,Top Institutional Holders,Price (T.Rowe) Associates Inc,8.58M,"Jun 30, 2024",1.73,1945613058
US0326541051,ADI,Top Institutional Holders,Morgan Stanley,8.37M,"Jun 30, 2024",1.69,1896330644
US0326541051,ADI,Top mutual fund Holders,Vanguard Total Stock Market Index Fund,15.68M,"Jun 30, 2024",3.16,3553532065
US0326541051,ADI,Top mutual fund Holders,Vanguard 500 Index Fund,12.73M,"Jun 30, 2024",2.56,2884584616
US0326541051,ADI,Top mutual fund Holders,"Invesco ETF Tr-Invesco QQQ Tr, Series 1 ETF",9.58M,"Aug 31, 2024",1.93,2171152041
US0326541051,ADI,Top mutual fund Holders,Fidelity 500 Index Fund,6.06M,"Jul 31, 2024",1.22,1373930885
US0326541051,ADI,Top mutual fund Holders,SPDR S&P 500 ETF Trust,5.88M,"Aug 31, 2024",1.18,1332738385
US0326541051,ADI,Top mutual fund Holders,MFS Series Trust I-MFS Value Fund,5.56M,"May 31, 2024",1.12,1260192281
US0326541051,ADI,Top mutual fund Holders,iShares Core S&P 500 ETF,5.44M,"Aug 31, 2024",1.1,1232564865
US0326541051,ADI,Top mutual fund Holders,JP Morgan Equity Income Fund,4.15M,"Jun 30, 2024",0.84,940113822
US0326541051,ADI,Top mutual fund Holders,Vanguard Index-Value Index Fund,4.07M,"Jun 30, 2024",0.82,921533875
US0326541051,ADI,Top mutual fund Holders,VanEck ETF Trust-VanEck Semiconductor ETF,3.85M,"Jul 31, 2024",0.78,873392140
US9113121068,UPS,Top Institutional Holders,Vanguard Group Inc,63.95M,"Jun 30, 2024",8.73,8409838872
US9113121068,UPS,Top Institutional Holders,Blackrock Inc.,55.37M,"Jun 30, 2024",7.56,7281383960
US9113121068,UPS,Top Institutional Holders,State Street Corporation,28.98M,"Jun 30, 2024",3.96,3811687784
US9113121068,UPS,Top Institutional Holders,JP Morgan Chase & Company,23.74M,"Jun 30, 2024",3.24,3121447715
US9113121068,UPS,Top Institutional Holders,"Charles Schwab Investment Management, Inc.",20.61M,"Jun 30, 2024",2.81,2709985162
US9113121068,UPS,Top Institutional Holders,"Wellington Management Group, LLP",19.14M,"Jun 30, 2024",2.61,2516846823
US9113121068,UPS,Top Institutional Holders,"Geode Capital Management, LLC",14.92M,"Jun 30, 2024",2.04,1961658575
US9113121068,UPS,Top Institutional Holders,Bank of America Corporation,12.61M,"Jun 30, 2024",1.72,1658771988
US9113121068,UPS,Top Institutional Holders,"Franklin Resources, Inc.",10.52M,"Jun 30, 2024",1.44,1383503027
US9113121068,UPS,Top Institutional Holders,"FMR, LLC",10.25M,"Jun 30, 2024",1.4,1347625128
US9113121068,UPS,Top mutual fund Holders,Vanguard Total Stock Market Index Fund,23.05M,"Jun 30, 2024",3.15,3031477651
US9113121068,UPS,Top mutual fund Holders,Vanguard 500 Index Fund,18.72M,"Jun 30, 2024",2.56,2461918517
US9113121068,UPS,Top mutual fund Holders,Schwab Strategic Tr-Schwab U.S. Dividend Equity ETF,14.65M,"May 31, 2024",2,1926909820
US9113121068,UPS,Top mutual fund Holders,Fidelity 500 Index Fund,8.92M,"Jul 31, 2024",1.22,1172603079
US9113121068,UPS,Top mutual fund Holders,SPDR S&P 500 ETF Trust,8.58M,"Aug 31, 2024",1.17,1128137709
US9113121068,UPS,Top mutual fund Holders,iShares Core S&P 500 ETF,8M,"Aug 31, 2024",1.09,1051947262
US9113121068,UPS,Top mutual fund Holders,Vanguard Index-Value Index Fund,5.98M,"Jun 30, 2024",0.82,786061933
US9113121068,UPS,Top mutual fund Holders,Vanguard Specialized-Dividend Growth Fund,5.81M,"Apr 30, 2024",0.79,764592006
US9113121068,UPS,Top mutual fund Holders,JP Morgan Equity Income Fund,5.54M,"Jun 30, 2024",0.76,728882308
US9113121068,UPS,Top mutual fund Holders,Vanguard Institutional Index Fund-Institutional Index Fund,4.74M,"Jun 30, 2024",0.65,623414843
US0530151036,ADP,Top Institutional Holders,Vanguard Group Inc,40.22M,"Jun 30, 2024",9.86,11071459196
US0530151036,ADP,Top Institutional Holders,Blackrock Inc.,34.09M,"Jun 30, 2024",8.36,9382733010
US0530151036,ADP,Top Institutional Holders,State Street Corporation,17.91M,"Jun 30, 2024",4.39,4929796863
US0530151036,ADP,Top Institutional Holders,Morgan Stanley,11.52M,"Jun 30, 2024",2.83,3171330309
US0530151036,ADP,Top Institutional Holders,"Geode Capital Management, LLC",10.23M,"Jun 30, 2024",2.51,2816237440
US0530151036,ADP,Top Institutional Holders,Bank Of New York Mellon Corporation,8.35M,"Jun 30, 2024",2.05,2298585775
US0530151036,ADP,Top Institutional Holders,Wells Fargo & Company,8.03M,"Jun 30, 2024",1.97,2209696815
US0530151036,ADP,Top Institutional Holders,Alliancebernstein L.P.,7.58M,"Jun 30, 2024",1.86,2086691169
US0530151036,ADP,Top Institutional Holders,Bank of America Corporation,6.21M,"Jun 30, 2024",1.52,1708793287
US0530151036,ADP,Top Institutional Holders,"Wellington Management Group, LLP",6.05M,"Jun 30, 2024",1.48,1665541328
US0530151036,ADP,Top mutual fund Holders,Vanguard Total Stock Market Index Fund,12.92M,"Jun 30, 2024",3.17,3555604356
US0530151036,ADP,Top mutual fund Holders,Vanguard 500 Index Fund,10.5M,"Jun 30, 2024",2.58,2891409316
US0530151036,ADP,Top mutual fund Holders,"Invesco ETF Tr-Invesco QQQ Tr, Series 1 ETF",7.9M,"Aug 31, 2024",1.94,2174918703
US0530151036,ADP,Top mutual fund Holders,Fidelity 500 Index Fund,5M,"Jul 31, 2024",1.23,1377167408
US0530151036,ADP,Top mutual fund Holders,SPDR S&P 500 ETF Trust,4.85M,"Aug 31, 2024",1.19,1335635211
US0530151036,ADP,Top mutual fund Holders,Vanguard Specialized-Dividend Growth Fund,4.49M,"Apr 30, 2024",1.1,1234500103
US0530151036,ADP,Top mutual fund Holders,iShares Core S&P 500 ETF,4.49M,"Aug 31, 2024",1.1,1235460175
US0530151036,ADP,Top mutual fund Holders,Vanguard Growth Index Fund,4.15M,"Jun 30, 2024",1.02,1141207419
US0530151036,ADP,Top mutual fund Holders,iShares MSCI USA Quality Factor ETF,2.92M,"Aug 31, 2024",0.72,804068832
US0530151036,ADP,Top mutual fund Holders,Vanguard Institutional Index Fund-Institutional Index Fund,2.66M,"Jun 30, 2024",0.65,732223628
US2441991054,DE,Top Institutional Holders,Vanguard Group Inc,21.72M,"Jun 30, 2024",7.94,8838323707
US2441991054,DE,Top Institutional Holders,Blackrock Inc.,16.36M,"Jun 30, 2024",5.98,6658352532
US2441991054,DE,Top Institutional Holders,JP Morgan Chase & Company,11.3M,"Jun 30, 2024",4.13,4596812635
US2441991054,DE,Top Institutional Holders,State Street Corporation,10.26M,"Jun 30, 2024",3.75,4175603062
US2441991054,DE,Top Institutional Holders,Capital World Investors,5.64M,"Jun 30, 2024",2.06,2293413897
US2441991054,DE,Top Institutional Holders,"Wellington Management Group, LLP",5.57M,"Jun 30, 2024",2.04,2266388862
US2441991054,DE,Top Institutional Holders,Morgan Stanley,5.4M,"Jun 30, 2024",1.97,2196252443
US2441991054,DE,Top Institutional Holders,"Geode Capital Management, LLC",5.18M,"Jun 30, 2024",1.89,2106639541
US2441991054,DE,Top Institutional Holders,Harris Associates L.P.,4.36M,"Jun 30, 2024",1.6,1776186750
US2441991054,DE,Top Institutional Holders,"Parnassus Investments, LLC",3.77M,"Jun 30, 2024",1.38,1532320117
US2441991054,DE,Top mutual fund Holders,Vanguard Total Stock Market Index Fund,8.27M,"Jun 30, 2024",3.02,3365879113
US2441991054,DE,Top mutual fund Holders,Vanguard 500 Index Fund,6.64M,"Jun 30, 2024",2.43,2703663217
US2441991054,DE,Top mutual fund Holders,Fidelity 500 Index Fund,3.16M,"Jul 31, 2024",1.16,1287755598
US2441991054,DE,Top mutual fund Holders,SPDR S&P 500 ETF Trust,3.07M,"Aug 31, 2024",1.12,1249037023
US2441991054,DE,Top mutual fund Holders,iShares Core S&P 500 ETF,2.84M,"Aug 31, 2024",1.04,1155234370
US2441991054,DE,Top mutual fund Holders,Parnassus Core Equity Fund,2.76M,"Jun 30, 2024",1.01,1121788387
US2441991054,DE,Top mutual fund Holders,Vanguard Index-Value Index Fund,2.15M,"Jun 30, 2024",0.78,873045511
US2441991054,DE,Top mutual fund Holders,JP Morgan Equity Income Fund,1.84M,"Jun 30, 2024",0.67,749680207
US2441991054,DE,Top mutual fund Holders,Vanguard Institutional Index Fund-Institutional Index Fund,1.68M,"Jun 30, 2024",0.61,684702033
US2441991054,DE,Top mutual fund Holders,American Balanced Fund,1.6M,"Jun 30, 2024",0.59,651754539
US5717481023,MMC,Top Institutional Holders,Vanguard Group Inc,44.04M,"Jun 30, 2024",8.96,9859327729
US5717481023,MMC,Top Institutional Holders,Blackrock Inc.,42.34M,"Jun 30, 2024",8.61,9478440005
US5717481023,MMC,Top Institutional Holders,"FMR, LLC",20.93M,"Jun 30, 2024",4.26,4685120071
US5717481023,MMC,Top Institutional Holders,State Street Corporation,20.9M,"Jun 30, 2024",4.25,4679813891
US5717481023,MMC,Top Institutional Holders,Capital International Investors,18.31M,"Jun 30, 2024",3.72,4098820203
US5717481023,MMC,Top Institutional Holders,Capital World Investors,17.67M,"Jun 30, 2024",3.59,3956462744
US5717481023,MMC,Top Institutional Holders,"Geode Capital Management, LLC",11.65M,"Jun 30, 2024",2.37,2609113248
US5717481023,MMC,Top Institutional Holders,Massachusetts Financial Services Co.,11.07M,"Jun 30, 2024",2.25,2478163370
US5717481023,MMC,Top Institutional Holders,Price (T.Rowe) Associates Inc,10.58M,"Jun 30, 2024",2.15,2369203659
US5717481023,MMC,Top Institutional Holders,"Wellington Management Group, LLP",9.09M,"Jun 30, 2024",1.85,2036023420
US5717481023,MMC,Top mutual fund Holders,Washington Mutual Investors Fund,19.67M,"Jun 30, 2024",4,4403550890
US5717481023,MMC,Top mutual fund Holders,Vanguard Total Stock Market Index Fund,15.56M,"Jun 30, 2024",3.16,3483815561
US5717481023,MMC,Top mutual fund Holders,Vanguard 500 Index Fund,12.65M,"Jun 30, 2024",2.57,2831219228
US5717481023,MMC,Top mutual fund Holders,Vanguard Specialized-Dividend Growth Fund,7.21M,"Apr 30, 2024",1.47,1614543341
US5717481023,MMC,Top mutual fund Holders,MFS Series Trust I-MFS Value Fund,6.7M,"May 31, 2024",1.36,1500425210
US5717481023,MMC,Top mutual fund Holders,Fidelity 500 Index Fund,6.02M,"Jul 31, 2024",1.22,1348485239
US5717481023,MMC,Top mutual fund Holders,SPDR S&P 500 ETF Trust,5.84M,"Aug 31, 2024",1.19,1308035719
US5717481023,MMC,Top mutual fund Holders,iShares Core S&P 500 ETF,5.4M,"Aug 31, 2024",1.1,1209735158
US5717481023,MMC,Top mutual fund Holders,Vanguard Index-Value Index Fund,4.04M,"Jun 30, 2024",0.82,903986937
US5717481023,MMC,Top mutual fund Holders,American Mutual Fund Inc,3.88M,"Jun 30, 2024",0.79,867732928
US8552441094,SBUX,Top Institutional Holders,Vanguard Group Inc,109.42M,"Jun 30, 2024",9.66,10462895700
US8552441094,SBUX,Top Institutional Holders,Blackrock Inc.,78.79M,"Jun 30, 2024",6.95,7534294353
US8552441094,SBUX,Top Institutional Holders,State Street Corporation,45.54M,"Jun 30, 2024",4.02,4354266137
US8552441094,SBUX,Top Institutional Holders,Morgan Stanley,26.6M,"Jun 30, 2024",2.35,2543513396
US8552441094,SBUX,Top Institutional Holders,"Geode Capital Management, LLC",23.94M,"Jun 30, 2024",2.11,2289597252
US8552441094,SBUX,Top Institutional Holders,Barclays Plc,23.66M,"Jun 30, 2024",2.09,2262120079
US8552441094,SBUX,Top Institutional Holders,Bank of America Corporation,21.2M,"Jun 30, 2024",1.87,2027268364
US8552441094,SBUX,Top Institutional Holders,Wells Fargo & Company,20.35M,"Jun 30, 2024",1.8,1945791707
US8552441094,SBUX,Top Institutional Holders,Norges Bank Investment Management,14.64M,"Jun 30, 2024",1.29,1400257216
US8552441094,SBUX,Top Institutional Holders,Northern Trust Corporation,13.58M,"Jun 30, 2024",1.2,1298814338
US8552441094,SBUX,Top mutual fund Holders,Vanguard Total Stock Market Index Fund,35.74M,"Jun 30, 2024",3.15,3417143830
US8552441094,SBUX,Top mutual fund Holders,Vanguard 500 Index Fund,29.07M,"Jun 30, 2024",2.57,2779804670
US8552441094,SBUX,Top mutual fund Holders,"Invesco ETF Tr-Invesco QQQ Tr, Series 1 ETF",21.87M,"Aug 31, 2024",1.93,2090957788
US8552441094,SBUX,Top mutual fund Holders,Fidelity 500 Index Fund,13.85M,"Jul 31, 2024",1.22,1324008774
US8552441094,SBUX,Top mutual fund Holders,SPDR S&P 500 ETF Trust,13.43M,"Aug 31, 2024",1.19,1284476979
US8552441094,SBUX,Top mutual fund Holders,iShares Core S&P 500 ETF,12.42M,"Aug 31, 2024",1.1,1187768438
US8552441094,SBUX,Top mutual fund Holders,Vanguard Growth Index Fund,11.51M,"Jun 30, 2024",1.02,1100237314
US8552441094,SBUX,Top mutual fund Holders,Vanguard Institutional Index Fund-Institutional Index Fund,7.36M,"Jun 30, 2024",0.65,703849660
US8552441094,SBUX,Top mutual fund Holders,Vanguard Specialized-Dividend Appreciation Index Fund,6.17M,"Apr 30, 2024",0.54,589818600
