isin,symbol,class,name,shares,date reported,%,value
US67066G1040,NVDA,Top Institutional Holders,Vanguard Group Inc,2.14B,"Jun 30, 2024",8.74,264902353368
US67066G1040,NVDA,Top Institutional Holders,Blackrock Inc.,1.84B,"Jun 30, 2024",7.5,227168271024
US67066G1040,NVDA,Top Institutional Holders,"FMR, LLC",1.04B,"Jun 30, 2024",4.26,128932216839
US67066G1040,NVDA,Top Institutional Holders,State Street Corporation,981.49M,"Jun 30, 2024",4,121223675015
US67066G1040,NVDA,Top Institutional Holders,"Geode Capital Management, LLC",534.55M,"Jun 30, 2024",2.18,66022706767
US67066G1040,NVDA,Top Institutional Holders,Price (T.Rowe) Associates Inc,444.58M,"Jun 30, 2024",1.81,54910281652
US67066G1040,NVDA,Top Institutional Holders,JP Morgan Chase & Company,390.78M,"Jun 30, 2024",1.59,48265168481
US67066G1040,NVDA,Top Institutional Holders,Morgan Stanley,336.96M,"Jun 30, 2024",1.37,41618085818
US67066G1040,NVDA,Top Institutional Holders,Norges Bank Investment Management,291.73M,"Jun 30, 2024",1.19,36031246856
US67066G1040,NVDA,Top Institutional Holders,Northern Trust Corporation,239.56M,"Jun 30, 2024",0.98,29588631421
US67066G1040,NVDA,Top mutual fund Holders,Vanguard Total Stock Market Index Fund,738.3M,"Jun 30, 2024",3.01,91187057254
US67066G1040,NVDA,Top mutual fund Holders,Vanguard 500 Index Fund,631.33M,"Jun 30, 2024",2.57,77975941660
US67066G1040,NVDA,Top mutual fund Holders,Fidelity 500 Index Fund,300.7M,"Jul 31, 2024",1.23,37139426147
US67066G1040,NVDA,Top mutual fund Holders,SPDR S&P 500 ETF Trust,291.48M,"Aug 31, 2024",1.19,36000513615
US67066G1040,NVDA,Top mutual fund Holders,iShares Core S&P 500 ETF,269.76M,"Aug 31, 2024",1.1,33317784478
US67066G1040,NVDA,Top mutual fund Holders,Vanguard Growth Index Fund,230.6M,"Jun 30, 2024",0.94,28481594845
US67066G1040,NVDA,Top mutual fund Holders,"Invesco ETF Tr-Invesco QQQ Tr, Series 1 ETF",183.86M,"Aug 31, 2024",0.75,22708543805
US67066G1040,NVDA,Top mutual fund Holders,Vanguard Institutional Index Fund-Institutional Index Fund,159.88M,"Jun 30, 2024",0.65,19746385144
US67066G1040,NVDA,Top mutual fund Holders,Select Sector SPDR Fund-Technology,116.97M,"Aug 31, 2024",0.48,14446891955
US67066G1040,NVDA,Top mutual fund Holders,Vanguard Information Technology Index Fund,102.98M,"May 31, 2024",0.42,12718945155
US30303M1027,META,Top Institutional Holders,Vanguard Group Inc,189.31M,"Jun 30, 2024",8.67,107584973188
US30303M1027,META,Top Institutional Holders,Blackrock Inc.,161.11M,"Jun 30, 2024",7.37,91560229912
US30303M1027,META,Top Institutional Holders,"FMR, LLC",138.46M,"Jun 30, 2024",6.34,78686158050
US30303M1027,META,Top Institutional Holders,State Street Corporation,86.26M,"Jun 30, 2024",3.95,49021676471
US30303M1027,META,Top Institutional Holders,JP Morgan Chase & Company,52.23M,"Jun 30, 2024",2.39,29681421195
US30303M1027,META,Top Institutional Holders,"Geode Capital Management, LLC",47.46M,"Jun 30, 2024",2.17,26972972250
US30303M1027,META,Top Institutional Holders,Price (T.Rowe) Associates Inc,41.71M,"Jun 30, 2024",1.91,23703493359
US30303M1027,META,Top Institutional Holders,Capital World Investors,40.61M,"Jun 30, 2024",1.86,23080469884
US30303M1027,META,Top Institutional Holders,Capital Research Global Investors,38.97M,"Jun 30, 2024",1.78,22145598802
US30303M1027,META,Top Institutional Holders,Morgan Stanley,35.23M,"Jun 30, 2024",1.61,20020758760
US30303M1027,META,Top mutual fund Holders,Vanguard Total Stock Market Index Fund,69.23M,"Jun 30, 2024",3.17,39344021567
US30303M1027,META,Top mutual fund Holders,Vanguard 500 Index Fund,56.24M,"Jun 30, 2024",2.57,31964506019
US30303M1027,META,Top mutual fund Holders,Fidelity Contrafund Inc,41.21M,"Jul 31, 2024",1.89,23421868476
US30303M1027,META,Top mutual fund Holders,Growth Fund Of America Inc,31.37M,"Jun 30, 2024",1.44,17827854502
US30303M1027,META,Top mutual fund Holders,Fidelity 500 Index Fund,26.79M,"Jul 31, 2024",1.23,15224509945
US30303M1027,META,Top mutual fund Holders,"Invesco ETF Tr-Invesco QQQ Tr, Series 1 ETF",26.06M,"Aug 31, 2024",1.19,14809461788
US30303M1027,META,Top mutual fund Holders,SPDR S&P 500 ETF Trust,25.98M,"Aug 31, 2024",1.19,14765285915
US30303M1027,META,Top mutual fund Holders,iShares Core S&P 500 ETF,24.03M,"Aug 31, 2024",1.1,13657912857
US30303M1027,META,Top mutual fund Holders,Vanguard Growth Index Fund,21.66M,"Jun 30, 2024",0.99,12309147855
US30303M1027,META,Top mutual fund Holders,Vanguard Institutional Index Fund-Institutional Index Fund,14.24M,"Jun 30, 2024",0.65,8094615471
US11135F1012,AVGO,Top Institutional Holders,Vanguard Group Inc,448.21M,"Jun 30, 2024",9.6,78669408642
US11135F1012,AVGO,Top Institutional Holders,Blackrock Inc.,342M,"Jun 30, 2024",7.32,60028425942
US11135F1012,AVGO,Top Institutional Holders,Capital World Investors,224.2M,"Jun 30, 2024",4.8,39352197522
US11135F1012,AVGO,Top Institutional Holders,Capital International Investors,190.35M,"Jun 30, 2024",4.08,33409704498
US11135F1012,AVGO,Top Institutional Holders,State Street Corporation,175.9M,"Jun 30, 2024",3.77,30873880991
US11135F1012,AVGO,Top Institutional Holders,Capital Research Global Investors,110.22M,"Jun 30, 2024",2.36,19346281754
US11135F1012,AVGO,Top Institutional Holders,"Geode Capital Management, LLC",92.13M,"Jun 30, 2024",1.97,16170456145
US11135F1012,AVGO,Top Institutional Holders,JP Morgan Chase & Company,73.67M,"Jun 30, 2024",1.58,12930242778
US11135F1012,AVGO,Top Institutional Holders,"FMR, LLC",74.02M,"Jun 30, 2024",1.58,12992306652
US11135F1012,AVGO,Top Institutional Holders,Morgan Stanley,71.8M,"Jun 30, 2024",1.54,12602848825
US11135F1012,AVGO,Top mutual fund Holders,Vanguard Total Stock Market Index Fund,146.4M,"Jun 30, 2024",3.13,25696690289
US11135F1012,AVGO,Top mutual fund Holders,Vanguard 500 Index Fund,111.8M,"Jun 30, 2024",2.39,19623933338
US11135F1012,AVGO,Top mutual fund Holders,"Invesco ETF Tr-Invesco QQQ Tr, Series 1 ETF",89.47M,"Aug 31, 2024",1.92,15703097977
US11135F1012,AVGO,Top mutual fund Holders,Washington Mutual Investors Fund,72.97M,"Jun 30, 2024",1.56,12807908846
US11135F1012,AVGO,Top mutual fund Holders,American Balanced Fund,66.75M,"Jun 30, 2024",1.43,11715291553
US11135F1012,AVGO,Top mutual fund Holders,Growth Fund Of America Inc,61.74M,"Jun 30, 2024",1.32,10836961369
US11135F1012,AVGO,Top mutual fund Holders,Fundamental Investors Inc,58.21M,"Jun 30, 2024",1.25,10217763653
US11135F1012,AVGO,Top mutual fund Holders,Fidelity 500 Index Fund,53.25M,"Jul 31, 2024",1.14,9346681391
US11135F1012,AVGO,Top mutual fund Holders,SPDR S&P 500 ETF Trust,51.64M,"Aug 31, 2024",1.11,9064089797
US11135F1012,AVGO,Top mutual fund Holders,iShares Core S&P 500 ETF,47.77M,"Aug 31, 2024",1.02,8384909348
US92826C8394,V,Top Institutional Holders,Vanguard Group Inc,143.08M,"Jun 30, 2024",8.57,38579664661
US92826C8394,V,Top Institutional Holders,Blackrock Inc.,127.55M,"Jun 30, 2024",7.64,34391602637
US92826C8394,V,Top Institutional Holders,State Street Corporation,73.28M,"Jun 30, 2024",4.39,19759286210
US92826C8394,V,Top Institutional Holders,"FMR, LLC",53.85M,"Jun 30, 2024",3.22,14518584872
US92826C8394,V,Top Institutional Holders,Morgan Stanley,50.67M,"Jun 30, 2024",3.03,13661206485
US92826C8394,V,Top Institutional Holders,Price (T.Rowe) Associates Inc,44.3M,"Jun 30, 2024",2.65,11945359057
US92826C8394,V,Top Institutional Holders,"Geode Capital Management, LLC",35.88M,"Jun 30, 2024",2.15,9675052845
US92826C8394,V,Top Institutional Holders,Bank of America Corporation,24.62M,"Jun 30, 2024",1.47,6639248985
US92826C8394,V,Top Institutional Holders,Capital International Investors,22.71M,"Jun 30, 2024",1.36,6124520991
US92826C8394,V,Top Institutional Holders,Capital World Investors,22.63M,"Jun 30, 2024",1.35,6102785308
US92826C8394,V,Top mutual fund Holders,Vanguard Total Stock Market Index Fund,49.28M,"Jun 30, 2024",2.95,13286765635
US92826C8394,V,Top mutual fund Holders,Vanguard 500 Index Fund,40.15M,"Jun 30, 2024",2.4,10826069363
US92826C8394,V,Top mutual fund Holders,Fidelity 500 Index Fund,19.24M,"Jul 31, 2024",1.15,5188503935
US92826C8394,V,Top mutual fund Holders,SPDR S&P 500 ETF Trust,18.66M,"Aug 31, 2024",1.12,5032114487
US92826C8394,V,Top mutual fund Holders,iShares Core S&P 500 ETF,17.26M,"Aug 31, 2024",1.03,4654605248
US92826C8394,V,Top mutual fund Holders,Vanguard Growth Index Fund,15.17M,"Jun 30, 2024",0.91,4091059933
US92826C8394,V,Top mutual fund Holders,Select Sector SPDR Fund-Financial,11.52M,"Aug 31, 2024",0.69,3106487366
US92826C8394,V,Top mutual fund Holders,Vanguard Institutional Index Fund-Institutional Index Fund,10.23M,"Jun 30, 2024",0.61,2758600218
US92826C8394,V,Top mutual fund Holders,Vanguard Specialized-Dividend Appreciation Index Fund,8.16M,"Apr 30, 2024",0.49,2200090783
US92826C8394,V,Top mutual fund Holders,Growth Fund Of America Inc,7.97M,"Jun 30, 2024",0.48,2149357740
US91324P1021,UNH,Top Institutional Holders,Vanguard Group Inc,83.95M,"Jun 30, 2024",9.09,48380277994
US91324P1021,UNH,Top Institutional Holders,Blackrock Inc.,73.43M,"Jun 30, 2024",7.95,42317793043
US91324P1021,UNH,Top Institutional Holders,State Street Corporation,44.98M,"Jun 30, 2024",4.87,25920434268
US91324P1021,UNH,Top Institutional Holders,"FMR, LLC",32.7M,"Jun 30, 2024",3.54,18844013136
US91324P1021,UNH,Top Institutional Holders,Capital World Investors,28.02M,"Jun 30, 2024",3.03,16149941977
US91324P1021,UNH,Top Institutional Holders,Price (T.Rowe) Associates Inc,26.02M,"Jun 30, 2024",2.82,14995934227
US91324P1021,UNH,Top Institutional Holders,"Wellington Management Group, LLP",25.88M,"Jun 30, 2024",2.8,14916925008
US91324P1021,UNH,Top Institutional Holders,JP Morgan Chase & Company,24.35M,"Jun 30, 2024",2.64,14032516228
US91324P1021,UNH,Top Institutional Holders,Morgan Stanley,20.05M,"Jun 30, 2024",2.17,11556492533
US91324P1021,UNH,Top Institutional Holders,"Geode Capital Management, LLC",19.32M,"Jun 30, 2024",2.09,11133539778
US91324P1021,UNH,Top mutual fund Holders,Vanguard Total Stock Market Index Fund,29.08M,"Jun 30, 2024",3.15,16759225551
US91324P1021,UNH,Top mutual fund Holders,Vanguard 500 Index Fund,23.62M,"Jun 30, 2024",2.56,13613771689
US91324P1021,UNH,Top mutual fund Holders,Fidelity 500 Index Fund,11.25M,"Jul 31, 2024",1.22,6484148500
US91324P1021,UNH,Top mutual fund Holders,SPDR S&P 500 ETF Trust,10.91M,"Aug 31, 2024",1.18,6288474542
US91324P1021,UNH,Top mutual fund Holders,Washington Mutual Investors Fund,10.63M,"Jun 30, 2024",1.15,6127439121
US91324P1021,UNH,Top mutual fund Holders,iShares Core S&P 500 ETF,10.09M,"Aug 31, 2024",1.09,5816901395
US91324P1021,UNH,Top mutual fund Holders,Growth Fund Of America Inc,9.29M,"Jun 30, 2024",1.01,5356593379
US91324P1021,UNH,Top mutual fund Holders,American Balanced Fund,8.68M,"Jun 30, 2024",0.94,5000448208
US91324P1021,UNH,Top mutual fund Holders,Vanguard Index-Value Index Fund,7.54M,"Jun 30, 2024",0.82,4346989896
US91324P1021,UNH,Top mutual fund Holders,Select Sector SPDR Fund-Health Care,6.69M,"Aug 31, 2024",0.72,3855837769
US68389X1054,ORCL,Top Institutional Holders,Vanguard Group Inc,153.15M,"Jun 30, 2024",5.53,25466113375
US68389X1054,ORCL,Top Institutional Holders,Blackrock Inc.,128.6M,"Jun 30, 2024",4.64,21384368906
US68389X1054,ORCL,Top Institutional Holders,State Street Corporation,68.59M,"Jun 30, 2024",2.48,11405809404
US68389X1054,ORCL,Top Institutional Holders,JP Morgan Chase & Company,39.99M,"Jun 30, 2024",1.44,6649505391
US68389X1054,ORCL,Top Institutional Holders,"FMR, LLC",40.04M,"Jun 30, 2024",1.44,6657737249
US68389X1054,ORCL,Top Institutional Holders,"Geode Capital Management, LLC",34.31M,"Jun 30, 2024",1.24,5705007229
US68389X1054,ORCL,Top Institutional Holders,Morgan Stanley,21.56M,"Jun 30, 2024",0.78,3585329001
US68389X1054,ORCL,Top Institutional Holders,"Loomis Sayles & Company, LP",19.03M,"Jun 30, 2024",0.69,3163557622
US68389X1054,ORCL,Top Institutional Holders,"Fisher Asset Management, LLC",17.59M,"Jun 30, 2024",0.63,2924419548
US68389X1054,ORCL,Top Institutional Holders,Northern Trust Corporation,17.45M,"Jun 30, 2024",0.63,2900901736
US68389X1054,ORCL,Top mutual fund Holders,Vanguard Total Stock Market Index Fund,52.08M,"Jun 30, 2024",1.88,8659764064
US68389X1054,ORCL,Top mutual fund Holders,Vanguard 500 Index Fund,40.91M,"Jun 30, 2024",1.48,6803318215
US68389X1054,ORCL,Top mutual fund Holders,Fidelity 500 Index Fund,19.49M,"Jul 31, 2024",0.7,3240359693
US68389X1054,ORCL,Top mutual fund Holders,SPDR S&P 500 ETF Trust,18.92M,"Aug 31, 2024",0.68,3145409490
US68389X1054,ORCL,Top mutual fund Holders,iShares Core S&P 500 ETF,17.48M,"Aug 31, 2024",0.63,2906927391
US68389X1054,ORCL,Top mutual fund Holders,Vanguard Index-Value Index Fund,13.51M,"Jun 30, 2024",0.49,2247242091
US68389X1054,ORCL,Top mutual fund Holders,JP Morgan Large Cap Growth Fund,12.19M,"Jun 30, 2024",0.44,2026267945
US68389X1054,ORCL,Top mutual fund Holders,Select Sector SPDR Fund-Technology,11.57M,"Aug 31, 2024",0.42,1923403978
US68389X1054,ORCL,Top mutual fund Holders,First Eagle Global Fund,10.16M,"Apr 30, 2024",0.37,1690167015
US68389X1054,ORCL,Top mutual fund Holders,Vanguard Institutional Index Fund-Institutional Index Fund,10.36M,"Jun 30, 2024",0.37,1722846355
US57636Q1040,MA,Top Institutional Holders,Vanguard Group Inc,76.36M,"Jun 30, 2024",8.33,37372054550
US57636Q1040,MA,Top Institutional Holders,Blackrock Inc.,69.82M,"Jun 30, 2024",7.62,34172662740
US57636Q1040,MA,Top Institutional Holders,State Street Corporation,35.03M,"Jun 30, 2024",3.82,17146217047
US57636Q1040,MA,Top Institutional Holders,JP Morgan Chase & Company,27.88M,"Jun 30, 2024",3.04,13645013718
US57636Q1040,MA,Top Institutional Holders,Capital International Investors,21.64M,"Jun 30, 2024",2.36,10591123160
US57636Q1040,MA,Top Institutional Holders,"FMR, LLC",20.65M,"Jun 30, 2024",2.25,10109253260
US57636Q1040,MA,Top Institutional Holders,Price (T.Rowe) Associates Inc,19.26M,"Jun 30, 2024",2.1,9428786081
US57636Q1040,MA,Top Institutional Holders,"Geode Capital Management, LLC",17.92M,"Jun 30, 2024",1.95,8771570714
US57636Q1040,MA,Top Institutional Holders,Morgan Stanley,16.07M,"Jun 30, 2024",1.75,7863400132
US57636Q1040,MA,Top Institutional Holders,Capital Research Global Investors,12.74M,"Jun 30, 2024",1.39,6238021806
US57636Q1040,MA,Top mutual fund Holders,Vanguard Total Stock Market Index Fund,26.21M,"Jun 30, 2024",2.86,12826956757
US57636Q1040,MA,Top mutual fund Holders,Vanguard 500 Index Fund,21.07M,"Jun 30, 2024",2.3,10313355383
US57636Q1040,MA,Top mutual fund Holders,Fidelity 500 Index Fund,10.04M,"Jul 31, 2024",1.09,4912220659
US57636Q1040,MA,Top mutual fund Holders,SPDR S&P 500 ETF Trust,9.73M,"Aug 31, 2024",1.06,4763980445
US57636Q1040,MA,Top mutual fund Holders,Growth Fund Of America Inc,9.16M,"Jun 30, 2024",1,4482693523
US57636Q1040,MA,Top mutual fund Holders,iShares Core S&P 500 ETF,9M,"Aug 31, 2024",0.98,4406741159
US57636Q1040,MA,Top mutual fund Holders,Vanguard Growth Index Fund,8.25M,"Jun 30, 2024",0.9,4036112969
US57636Q1040,MA,Top mutual fund Holders,Select Sector SPDR Fund-Financial,6M,"Aug 31, 2024",0.65,2937178755
US57636Q1040,MA,Top mutual fund Holders,Investment Company Of America,5.54M,"Jun 30, 2024",0.6,2710971601
US57636Q1040,MA,Top mutual fund Holders,Vanguard Institutional Index Fund-Institutional Index Fund,5.34M,"Jun 30, 2024",0.58,2611714075
US7427181091,PG,Top Institutional Holders,Vanguard Group Inc,225.97M,"Jun 30, 2024",9.57,38925104151
US7427181091,PG,Top Institutional Holders,Blackrock Inc.,159.13M,"Jun 30, 2024",6.74,27411213561
US7427181091,PG,Top Institutional Holders,State Street Corporation,103.13M,"Jun 30, 2024",4.37,17765319309
US7427181091,PG,Top Institutional Holders,"Geode Capital Management, LLC",51.59M,"Jun 30, 2024",2.19,8886085217
US7427181091,PG,Top Institutional Holders,Morgan Stanley,48.24M,"Jun 30, 2024",2.04,8309542557
US7427181091,PG,Top Institutional Holders,"Wellington Management Group, LLP",32.99M,"Jun 30, 2024",1.4,5682397629
US7427181091,PG,Top Institutional Holders,Bank of America Corporation,30.55M,"Jun 30, 2024",1.29,5262573149
US7427181091,PG,Top Institutional Holders,Norges Bank Investment Management,30.45M,"Jun 30, 2024",1.29,5245158698
US7427181091,PG,Top Institutional Holders,Northern Trust Corporation,27.63M,"Jun 30, 2024",1.17,4760379453
US7427181091,PG,Top Institutional Holders,"FMR, LLC",25.87M,"Jun 30, 2024",1.1,4455855651
US7427181091,PG,Top mutual fund Holders,Vanguard Total Stock Market Index Fund,74.57M,"Jun 30, 2024",3.16,12844968372
US7427181091,PG,Top mutual fund Holders,Vanguard 500 Index Fund,60.57M,"Jun 30, 2024",2.57,10434623845
US7427181091,PG,Top mutual fund Holders,Fidelity 500 Index Fund,28.85M,"Jul 31, 2024",1.22,4969909965
US7427181091,PG,Top mutual fund Holders,SPDR S&P 500 ETF Trust,27.98M,"Aug 31, 2024",1.19,4819997948
US7427181091,PG,Top mutual fund Holders,iShares Core S&P 500 ETF,25.88M,"Aug 31, 2024",1.1,4458516207
US7427181091,PG,Top mutual fund Holders,Vanguard Index-Value Index Fund,19.34M,"Jun 30, 2024",0.82,3332110686
US7427181091,PG,Top mutual fund Holders,Vanguard Institutional Index Fund-Institutional Index Fund,15.34M,"Jun 30, 2024",0.65,2642402856
US7427181091,PG,Top mutual fund Holders,Select Sector SPDR Fund-Consumer Staples,14.16M,"Aug 31, 2024",0.6,2438744516
US7427181091,PG,Top mutual fund Holders,Vanguard Specialized-Dividend Appreciation Index Fund,12.72M,"Apr 30, 2024",0.54,2191676140
US7427181091,PG,Top mutual fund Holders,Vanguard Whitehall Funds-High Dividend Yield Index Fund,9.49M,"Apr 30, 2024",0.4,1635013661
US22160K1051,COST,Top Institutional Holders,Vanguard Group Inc,41.37M,"Jun 30, 2024",9.33,37584555950
US22160K1051,COST,Top Institutional Holders,Blackrock Inc.,33.19M,"Jun 30, 2024",7.49,30147366971
US22160K1051,COST,Top Institutional Holders,State Street Corporation,18.63M,"Jun 30, 2024",4.2,16922126474
US22160K1051,COST,Top Institutional Holders,Morgan Stanley,9.44M,"Jun 30, 2024",2.13,8575571846
US22160K1051,COST,Top Institutional Holders,"Geode Capital Management, LLC",9.32M,"Jun 30, 2024",2.1,8470894612
US22160K1051,COST,Top Institutional Holders,"FMR, LLC",8.98M,"Jun 30, 2024",2.03,8160919912
US22160K1051,COST,Top Institutional Holders,Bank of America Corporation,7.25M,"Jun 30, 2024",1.64,6585386271
US22160K1051,COST,Top Institutional Holders,Norges Bank Investment Management,5.31M,"Jun 30, 2024",1.2,4826827806
US22160K1051,COST,Top Institutional Holders,Bank Of New York Mellon Corporation,4.81M,"Jun 30, 2024",1.09,4373915947
US22160K1051,COST,Top Institutional Holders,Northern Trust Corporation,4.82M,"Jun 30, 2024",1.09,4381954555
US22160K1051,COST,Top mutual fund Holders,Vanguard Total Stock Market Index Fund,14.01M,"Jun 30, 2024",3.16,12728667248
US22160K1051,COST,Top mutual fund Holders,Vanguard 500 Index Fund,11.38M,"Jun 30, 2024",2.57,10340540123
US22160K1051,COST,Top mutual fund Holders,"Invesco ETF Tr-Invesco QQQ Tr, Series 1 ETF",8.56M,"Aug 31, 2024",1.93,7777977285
US22160K1051,COST,Top mutual fund Holders,Fidelity 500 Index Fund,5.42M,"Jul 31, 2024",1.22,4925059801
US22160K1051,COST,Top mutual fund Holders,SPDR S&P 500 ETF Trust,5.25M,"Aug 31, 2024",1.18,4766653158
US22160K1051,COST,Top mutual fund Holders,iShares Core S&P 500 ETF,4.86M,"Aug 31, 2024",1.1,4418243208
US22160K1051,COST,Top mutual fund Holders,Vanguard Growth Index Fund,4.41M,"Jun 30, 2024",0.99,4001619094
US22160K1051,COST,Top mutual fund Holders,Vanguard Institutional Index Fund-Institutional Index Fund,2.88M,"Jun 30, 2024",0.65,2618577831
US22160K1051,COST,Top mutual fund Holders,Select Sector SPDR Fund-Consumer Staples,2.66M,"Aug 31, 2024",0.6,2416709651
US22160K1051,COST,Top mutual fund Holders,Vanguard Specialized-Dividend Appreciation Index Fund,2.39M,"Apr 30, 2024",0.54,2171112858
US4370761029,HD,Top Institutional Holders,Vanguard Group Inc,94.15M,"Jun 30, 2024",9.48,37369481833
US4370761029,HD,Top Institutional Holders,Blackrock Inc.,71.15M,"Jun 30, 2024",7.16,28240258316
US4370761029,HD,Top Institutional Holders,State Street Corporation,46.4M,"Jun 30, 2024",4.67,18415755155
US4370761029,HD,Top Institutional Holders,Capital World Investors,25.1M,"Jun 30, 2024",2.53,9963540195
US4370761029,HD,Top Institutional Holders,"Geode Capital Management, LLC",21.27M,"Jun 30, 2024",2.14,8441629630
US4370761029,HD,Top Institutional Holders,Morgan Stanley,20.22M,"Jun 30, 2024",2.04,8027907911
US4370761029,HD,Top Institutional Holders,Bank of America Corporation,14.19M,"Jun 30, 2024",1.43,5632188117
US4370761029,HD,Top Institutional Holders,"Charles Schwab Investment Management, Inc.",13.63M,"Jun 30, 2024",1.37,5412064239
US4370761029,HD,Top Institutional Holders,Norges Bank Investment Management,12.02M,"Jun 30, 2024",1.21,4772050747
US4370761029,HD,Top Institutional Holders,Capital Research Global Investors,11.84M,"Jun 30, 2024",1.19,4698462307
US4370761029,HD,Top mutual fund Holders,Vanguard Total Stock Market Index Fund,31.32M,"Jun 30, 2024",3.15,12430606567
US4370761029,HD,Top mutual fund Holders,Vanguard 500 Index Fund,25.44M,"Jun 30, 2024",2.56,10096150933
US4370761029,HD,Top mutual fund Holders,Fidelity 500 Index Fund,12.11M,"Jul 31, 2024",1.22,4808707628
US4370761029,HD,Top mutual fund Holders,SPDR S&P 500 ETF Trust,11.75M,"Aug 31, 2024",1.18,4663620190
US4370761029,HD,Top mutual fund Holders,iShares Core S&P 500 ETF,10.87M,"Aug 31, 2024",1.09,4313910577
US4370761029,HD,Top mutual fund Holders,Vanguard Index-Value Index Fund,8.13M,"Jun 30, 2024",0.82,3225664287
US4370761029,HD,Top mutual fund Holders,Vanguard Institutional Index Fund-Institutional Index Fund,6.44M,"Jun 30, 2024",0.65,2556689988
US4370761029,HD,Top mutual fund Holders,Washington Mutual Investors Fund,6.4M,"Jun 30, 2024",0.64,2540238828
US4370761029,HD,Top mutual fund Holders,Schwab Strategic Tr-Schwab U.S. Dividend Equity ETF,5.73M,"May 31, 2024",0.58,2275931878
US4370761029,HD,Top mutual fund Holders,SPDR Dow Jones Industrial Average ETF,5.54M,"Aug 31, 2024",0.56,2197224233
US00287Y1091,ABBV,Top Institutional Holders,Vanguard Group Inc,170.66M,"Jun 30, 2024",9.66,32640343830
US00287Y1091,ABBV,Top Institutional Holders,Blackrock Inc.,136.43M,"Jun 30, 2024",7.72,26093889853
US00287Y1091,ABBV,Top Institutional Holders,State Street Corporation,77.8M,"Jun 30, 2024",4.4,14880075387
US00287Y1091,ABBV,Top Institutional Holders,JP Morgan Chase & Company,53.56M,"Jun 30, 2024",3.03,10243486528
US00287Y1091,ABBV,Top Institutional Holders,Capital International Investors,38.6M,"Jun 30, 2024",2.19,7383053499
US00287Y1091,ABBV,Top Institutional Holders,Morgan Stanley,37.24M,"Jun 30, 2024",2.11,7123225649
US00287Y1091,ABBV,Top Institutional Holders,"Geode Capital Management, LLC",36.68M,"Jun 30, 2024",2.08,7015751303
US00287Y1091,ABBV,Top Institutional Holders,Capital Research Global Investors,33.19M,"Jun 30, 2024",1.88,6347038274
US00287Y1091,ABBV,Top Institutional Holders,"Charles Schwab Investment Management, Inc.",24.97M,"Jun 30, 2024",1.41,4776637459
US00287Y1091,ABBV,Top Institutional Holders,Norges Bank Investment Management,22.48M,"Jun 30, 2024",1.27,4299231092
US00287Y1091,ABBV,Top mutual fund Holders,Vanguard Total Stock Market Index Fund,55.78M,"Jun 30, 2024",3.16,10668464323
US00287Y1091,ABBV,Top mutual fund Holders,Vanguard 500 Index Fund,45.32M,"Jun 30, 2024",2.57,8668361018
US00287Y1091,ABBV,Top mutual fund Holders,Fidelity 500 Index Fund,21.59M,"Jul 31, 2024",1.22,4128664855
US00287Y1091,ABBV,Top mutual fund Holders,SPDR S&P 500 ETF Trust,20.93M,"Aug 31, 2024",1.19,4003482702
US00287Y1091,ABBV,Top mutual fund Holders,iShares Core S&P 500 ETF,19.37M,"Aug 31, 2024",1.1,3703819029
US00287Y1091,ABBV,Top mutual fund Holders,American Mutual Fund Inc,18.81M,"Jun 30, 2024",1.07,3598542643
US00287Y1091,ABBV,Top mutual fund Holders,Washington Mutual Investors Fund,15.75M,"Jun 30, 2024",0.89,3011853757
US00287Y1091,ABBV,Top mutual fund Holders,Vanguard Index-Value Index Fund,14.47M,"Jun 30, 2024",0.82,2767971444
US00287Y1091,ABBV,Top mutual fund Holders,"Capital Income Builder, Inc.",13.63M,"Jun 30, 2024",0.77,2606557954
US00287Y1091,ABBV,Top mutual fund Holders,Select Sector SPDR Fund-Health Care,12.84M,"Aug 31, 2024",0.73,2455152909
US64110L1061,NFLX,Top Institutional Holders,Vanguard Group Inc,37.01M,"Jun 30, 2024",8.62,26703814205
US64110L1061,NFLX,Top Institutional Holders,Blackrock Inc.,31.6M,"Jun 30, 2024",7.36,22804021976
US64110L1061,NFLX,Top Institutional Holders,"FMR, LLC",21.23M,"Jun 30, 2024",4.95,15319798923
US64110L1061,NFLX,Top Institutional Holders,State Street Corporation,16.52M,"Jun 30, 2024",3.85,11923495386
US64110L1061,NFLX,Top Institutional Holders,Price (T.Rowe) Associates Inc,12.35M,"Jun 30, 2024",2.88,8910956420
US64110L1061,NFLX,Top Institutional Holders,Capital World Investors,11.91M,"Jun 30, 2024",2.77,8591109077
US64110L1061,NFLX,Top Institutional Holders,JP Morgan Chase & Company,9.71M,"Jun 30, 2024",2.26,7007629066
US64110L1061,NFLX,Top Institutional Holders,"Geode Capital Management, LLC",9.03M,"Jun 30, 2024",2.1,6512314928
US64110L1061,NFLX,Top Institutional Holders,Morgan Stanley,8.31M,"Jun 30, 2024",1.94,5993426702
US64110L1061,NFLX,Top Institutional Holders,Jennison Associates LLC,6.67M,"Jun 30, 2024",1.56,4815893460
US64110L1061,NFLX,Top mutual fund Holders,Vanguard Total Stock Market Index Fund,13.62M,"Jun 30, 2024",3.17,9824248619
US64110L1061,NFLX,Top mutual fund Holders,Vanguard 500 Index Fund,10.96M,"Jun 30, 2024",2.55,7907804026
